"Red","Green","Blue","Alpha","Distance"
"59","174","136","123","59.17346518972811"
"59","174","136","123","59.17346518972811"
"59","174","136","123","59.17346518972811"
"59","174","136","123","59.17346518972811"
"59","174","136","123","59.17346518972811"
"59","174","136","123","58.34732819045709"
"59","174","136","123","58.34732819045709"
"59","174","136","121","58.34732819045709"
"58","173","134","121","58.34732819045709"
"58","173","134","121","58.34732819045709"
"58","173","134","121","58.34732819045709"
"58","173","134","121","58.34732819045709"
"58","173","134","121","58.34732819045709"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","58.34732819045709"
"58","173","134","121","58.34732819045709"
"58","172","134","121","58.34732819045709"
"58","172","134","121","58.34732819045709"
"58","172","134","121","58.34732819045709"
"58","172","134","121","58.34732819045709"
"58","172","134","121","58.34732819045709"
"58","172","134","121","58.757032815898626"
"58","172","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","60.02721904855836"
"58","173","134","121","60.02721904855836"
"58","173","134","121","60.02721904855836"
"58","173","134","121","60.02721904855836"
"58","173","134","121","60.02721904855836"
"58","173","134","121","60.02721904855836"
"58","173","134","121","60.02721904855836"
"58","173","134","121","56.39400447426513"
"58","173","134","121","56.39400447426513"
"58","173","134","121","56.39400447426513"
"58","173","134","121","56.39400447426513"
"58","173","134","121","56.39400447426513"
"58","173","134","121","56.39400447426513"
"58","173","134","121","56.39400447426513"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","172","134","121","58.757032815898626"
"58","172","134","121","58.757032815898626"
"58","172","134","121","58.757032815898626"
"58","172","134","121","58.757032815898626"
"58","172","134","121","58.757032815898626"
"58","172","134","121","60.02721904855836"
"58","172","134","121","60.02721904855836"
"58","172","134","121","60.02721904855836"
"58","172","134","121","60.02721904855836"
"58","172","134","121","60.02721904855836"
"58","172","134","121","60.02721904855836"
"58","172","134","121","60.02721904855836"
"58","172","134","121","57.94418239330939"
"58","172","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","58.757032815898626"
"58","174","136","123","58.757032815898626"
"59","174","136","123","58.757032815898626"
"59","174","136","123","58.757032815898626"
"59","174","136","123","58.757032815898626"
"59","174","136","123","58.757032815898626"
"59","174","136","123","59.17346518972811"
"59","174","136","123","59.17346518972811"
"59","174","136","123","59.17346518972811"
"59","174","136","123","59.17346518972811"
"59","174","136","123","59.17346518972811"
"59","174","136","123","59.17346518972811"
"59","174","136","123","59.59680021499971"
"59","174","136","123","59.59680021499971"
"59","173","136","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","60.02721904855836"
"58","173","134","121","60.02721904855836"
"58","173","134","121","60.02721904855836"
"58","173","134","121","60.02721904855836"
"58","173","134","121","60.02721904855836"
"58","173","134","121","60.02721904855836"
"58","173","134","121","60.02721904855836"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","174","134","123","58.757032815898626"
"59","174","136","123","58.757032815898626"
"59","174","136","123","58.757032815898626"
"59","174","136","123","58.757032815898626"
"59","174","136","123","58.757032815898626"
"59","174","136","123","58.757032815898626"
"59","174","136","123","59.17346518972811"
"59","174","136","123","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.15691999094148"
"58","173","134","121","57.15691999094148"
"58","173","134","121","57.15691999094148"
"58","173","134","121","57.15691999094148"
"58","173","134","121","57.15691999094148"
"58","173","134","121","57.15691999094148"
"58","173","134","121","57.15691999094148"
"58","173","134","121","57.15691999094148"
"58","173","134","121","59.59680021499971"
"58","173","134","121","59.59680021499971"
"58","174","136","123","59.59680021499971"
"59","174","136","123","59.59680021499971"
"59","174","136","123","59.59680021499971"
"59","174","136","123","59.59680021499971"
"59","174","136","123","59.59680021499971"
"59","174","136","123","57.94418239330939"
"59","174","136","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","57.94418239330939"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","58.757032815898626"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
"58","173","134","121","59.17346518972811"
