"Red","Green","Blue","Alpha","Distance"
"53","86","71","70","102.33498326552402"
"54","87","72","71","102.33498326552402"
"54","87","72","71","102.33498326552402"
"54","87","72","71","102.33498326552402"
"54","87","72","71","102.33498326552402"
"54","87","72","71","107.056452441244"
"54","87","72","71","107.056452441244"
"53","85","71","69","107.056452441244"
"53","85","71","69","107.056452441244"
"53","85","71","69","107.056452441244"
"53","85","71","69","107.056452441244"
"53","85","71","69","107.056452441244"
"53","85","71","69","107.056452441244"
"53","85","71","69","107.056452441244"
"53","85","71","69","107.056452441244"
"53","86","71","70","107.056452441244"
"53","86","71","70","107.056452441244"
"53","86","71","70","107.056452441244"
"53","86","71","70","107.056452441244"
"53","86","71","70","107.056452441244"
"53","86","71","70","107.056452441244"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","105.42731526653874"
"53","86","71","70","105.42731526653874"
"53","86","71","70","105.42731526653874"
"53","86","71","70","105.42731526653874"
"53","86","71","70","105.42731526653874"
"53","86","71","70","105.42731526653874"
"53","86","71","70","105.42731526653874"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"54","87","72","71","103.85449021536677"
"54","87","72","71","103.85449021536677"
"54","87","72","71","103.85449021536677"
"54","87","72","71","103.85449021536677"
"54","87","72","71","103.85449021536677"
"54","87","72","71","105.42731526653874"
"54","87","72","71","105.42731526653874"
"54","87","72","70","105.42731526653874"
"53","86","71","70","105.42731526653874"
"53","86","71","70","105.42731526653874"
"53","86","71","70","105.42731526653874"
"53","86","71","70","105.42731526653874"
"53","86","71","70","105.42731526653874"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"54","87","72","71","108.74512957798645"
"54","87","72","71","108.74512957798645"
"54","87","72","71","108.74512957798645"
"54","87","72","71","108.74512957798645"
"54","87","72","71","108.74512957798645"
"54","87","72","71","108.74512957798645"
"54","87","72","71","110.49683193909166"
"54","87","72","71","110.49683193909166"
"54","87","72","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","107.056452441244"
"53","86","71","70","107.056452441244"
"53","86","71","70","107.056452441244"
"53","87","71","71","107.056452441244"
"54","87","72","71","107.056452441244"
"54","87","72","71","107.056452441244"
"54","87","72","71","107.056452441244"
"54","87","72","71","107.056452441244"
"54","87","72","71","107.056452441244"
"54","87","72","71","110.49683193909166"
"54","87","72","71","110.49683193909166"
"54","87","72","71","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","118.2141948709802"
"53","86","71","70","118.2141948709802"
"53","86","71","70","118.2141948709802"
"53","86","71","70","118.2141948709802"
"53","86","71","70","118.2141948709802"
"53","86","71","70","118.2141948709802"
"53","86","71","70","118.2141948709802"
"53","86","71","70","118.2141948709802"
"53","86","71","70","118.2141948709802"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","98.06951172501009"
"53","86","71","70","98.06951172501009"
"53","86","71","70","98.06951172501009"
"54","87","72","71","98.06951172501009"
"54","87","72","71","98.06951172501009"
"54","87","72","71","98.06951172501009"
"54","87","72","71","98.06951172501009"
"54","87","72","71","108.74512957798645"
"54","87","72","71","108.74512957798645"
"54","86","72","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","108.74512957798645"
"53","86","71","70","100.86601317393512"
"53","86","71","70","100.86601317393512"
"53","86","71","70","100.86601317393512"
"53","86","71","70","100.86601317393512"
"53","86","71","70","100.86601317393512"
"53","86","71","70","100.86601317393512"
"53","86","71","70","100.86601317393512"
"53","86","71","70","100.86601317393512"
"53","86","71","70","100.86601317393512"
"53","86","71","70","102.33498326552402"
"53","86","71","70","102.33498326552402"
"53","86","71","70","102.33498326552402"
"53","86","71","70","102.33498326552402"
"53","86","71","70","102.33498326552402"
"53","86","71","70","102.33498326552402"
"53","86","71","70","102.33498326552402"
"53","86","71","70","102.33498326552402"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","110.49683193909166"
"53","86","71","70","110.49683193909166"
"54","87","72","71","110.49683193909166"
"54","87","72","71","110.49683193909166"
"54","87","72","71","110.49683193909166"
"54","87","72","71","110.49683193909166"
"54","87","72","71","110.49683193909166"
"54","87","72","71","107.056452441244"
"54","87","72","71","107.056452441244"
"54","87","72","71","107.056452441244"
"53","86","71","70","107.056452441244"
"53","86","71","70","107.056452441244"
"53","86","71","70","107.056452441244"
"53","86","71","70","107.056452441244"
"53","86","71","70","107.056452441244"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","86","71","70","103.85449021536677"
"53","87","71","71","103.85449021536677"
"54","87","72","71","103.85449021536677"
"54","87","72","71","103.85449021536677"
"54","87","72","71","103.85449021536677"
"54","87","72","71","112.31532876514979"
"54","87","72","71","112.31532876514979"
"54","87","72","71","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","112.31532876514979"
"53","86","71","70","100.86601317393512"
